classe,arrondissement,item,nom_doc,url,adresse,code_postal
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,8 rue Bernard : Arrêté de péril du 09/03/2021,Arrêté de péril du 09/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/8-rue-bernard-13003_2021_00742.pdf,8 rue Bernard,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,9 rue Bernard : Arrêté d'interdiction d'occuper du 29/05/2019 - Arrêté d'interdictionn d'occuper du 17/09/2019 - Arrêté d'interdiction d'occuper du 19/07/2019 -  Arrêté de péril du 09/10/2019 - Arrêté de péril du 16/12/2020,Arrêté d'interdiction d'occuper du 29/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/9-rue-bernard-13003_2019_01824.pdf,9 rue Bernard,13003
?,3ème arrondissement,9 rue Bernard : Arrêté d'interdiction d'occuper du 29/05/2019 - Arrêté d'interdictionn d'occuper du 17/09/2019 - Arrêté d'interdiction d'occuper du 19/07/2019 -  Arrêté de péril du 09/10/2019 - Arrêté de péril du 16/12/2020,Arrêté d'interdictionn d'occuper du 17/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_9-rue-bernard-13003_2019_03245_vdm.pdf,9 rue Bernard,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,9 rue Bernard : Arrêté d'interdiction d'occuper du 29/05/2019 - Arrêté d'interdictionn d'occuper du 17/09/2019 - Arrêté d'interdiction d'occuper du 19/07/2019 -  Arrêté de péril du 09/10/2019 - Arrêté de péril du 16/12/2020,Arrêté d'interdiction d'occuper du 19/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_9-rue-bernard_13003_2019_02527.pdf,9 rue Bernard,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,9 rue Bernard : Arrêté d'interdiction d'occuper du 29/05/2019 - Arrêté d'interdictionn d'occuper du 17/09/2019 - Arrêté d'interdiction d'occuper du 19/07/2019 -  Arrêté de péril du 09/10/2019 - Arrêté de péril du 16/12/2020,Arrêté de péril du 09/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/9-rue-bernar-13003_2019_03550.pdf,9 rue Bernard,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,9 rue Bernard : Arrêté d'interdiction d'occuper du 29/05/2019 - Arrêté d'interdictionn d'occuper du 17/09/2019 - Arrêté d'interdiction d'occuper du 19/07/2019 -  Arrêté de péril du 09/10/2019 - Arrêté de péril du 16/12/2020,Arrêté de péril du 16/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po-9_rue-bernard-13003-n2020_02989_161220.pdf,9 rue Bernard,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,20 rue Bernard : Arrêté de péril du 04/03/2020 - Main Levée du 01/03/21,Arrêté de péril du 04/03/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-bernard-13003_2020_00607.pdf,20 rue Bernard,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,20 rue Bernard : Arrêté de péril du 04/03/2020 - Main Levée du 01/03/21,Main Levée du 01/03/21,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-bernard-13003_ml_2021_00672_01-mars-2021.pdf,20 rue Bernard,13003
Arrêtés de mise en sécurité,3ème arrondissement,22 rue Bernard : Arrêté de mise en sécurité du 23/04/2021,Arrêté de mise en sécurité du 23/04/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-rue-bernard-13003_2021_01120.pdf,22 rue Bernard,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,7 boulevard de Briançon : Arrêté de péril du 05/01/2019,Arrêté de péril du 05/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-boulevard-de-briancon-13003_2019_00039.pdf,7 boulevard de Briançon,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,12 rue Caravelle : Arrêté de péril du 28/08/2019,Arrêté de péril du 28/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_12-rue-caravelle-13003_2019_03028_vdm.pdf,12 rue Caravelle,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,7 avenue Alphée Cartier : Arrêté de péril du 26/02/2019,Arrêté de péril du 26/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-AVENUE-ALPHEE-CARTIER-13003_2019_00687.pdf,7 avenue Alphée Cartier,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,5 rue Caussemille : Arrêté de péril du 28/12/2018 - Main Levée du 19/07/2019,Arrêté de péril du 28/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/5-rue-caussemille-13005_2018_03508.pdf,5 rue Caussemille,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,5 rue Caussemille : Arrêté de péril du 28/12/2018 - Main Levée du 19/07/2019,Main Levée du 19/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_5-rue-caussemille-13003_2019_02412.pdf,5 rue Caussemille,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,27 rue Cavaignac : Arrêté d'interdiction d'occuper du 17/08/2020,Arrêté d'interdiction d'occuper du 17/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_2020_01692_-27-rue-cavaignac-13003-17.08.20.pdf,27 rue Cavaignac,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,47 rue Cavaignac : Arrêté de péril du 05/02/2021  - Arrêté de péril du 18/02/2021,Arrêté de péril du 05/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/47-rue-cavaignac-13003_2021_00433.pdf,47 rue Cavaignac,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,47 rue Cavaignac : Arrêté de péril du 05/02/2021  - Arrêté de péril du 18/02/2021,Arrêté de péril du 18/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/47-rue-cavaignac-13003_2021_00551.pdf,47 rue Cavaignac,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,8 rue Chanterac : Arrêté de péril du 01/12/2020 - Main Levée du 09/04/2021,Arrêté de péril du 01/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pi_8-rue-chanterac-13003_2020_02879_vdm.pdf,8 rue Chanterac,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,8 rue Chanterac : Arrêté de péril du 01/12/2020 - Main Levée du 09/04/2021,Main Levée du 09/04/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/8-rue-chanterac-13003_2021_01021.pdf,8 rue Chanterac,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INSÉCURITÉ IMMINENTE DES ÉQUIPEMENTS COMMUNS,3ème arrondissement,15 boulevard Charpentier : Arrêté d'insécurité imminente des équipements communs du 04/04/2019,Arrêté d'insécurité imminente des équipements communs du 04/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-boulevard-charpentier-13003_2019_01162.pdf,15 boulevard Charpentier,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,17 & 26 rue Charvet :  Arrêté de périmètre de sécurité sur voie publique et interdiction d'occuper du 10/12/2019,Arrêté de périmètre de sécurité sur voie publique et interdiction d'occuper du 10/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/perimetre_securite_ppm_17_26-rue-charvet-13003_2019_04299_vdm.pdf,17 & 26 rue Charvet,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,25 rue de Crimée / 17 rue Gustave Desplaces : Arrêté de péril imminent du 22/02/2019 - Arrêté de péril ordinaire du 09/11/2020,Arrêté de péril imminent du 22/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/25-RUE-DE-CRIMEE_17-RUE-GUSTAVE-DESPLACES-13003_2019_00616.pdf,25 rue de Crimée / 17 rue Gustave Desplaces,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,25 rue de Crimée / 17 rue Gustave Desplaces : Arrêté de péril imminent du 22/02/2019 - Arrêté de péril ordinaire du 09/11/2020,Arrêté de péril ordinaire du 09/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_25-rue-de-crimee_17-boulevard-desplaces_2020_02644_vdm.pdf,25 rue de Crimée / 17 rue Gustave Desplaces,13003
Arrêtés de mise en sécurité,3ème arrondissement,27 rue de Crimée : Arrêté de mise en sécurité du 01/07/2021,Arrêté de mise en sécurité du 01/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/27-rue-de-crimee-13003_2021_01908.pdf,27 rue de Crimée,13003
Arrêtés de mise en sécurité urgente,3ème arrondissement,7_9 rue Jean Cristofol / Le Gyptis : Arrêté de mise en sécurité urgente du 18/06/2021 - Arrêté modificatif du 09/07/2021,Arrêté de mise en sécurité urgente du 18/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-9_rue-jean-cristofol_13003_msu_2021_1727_18-juin-2021_ano.pdf,7_9 rue Jean Cristofol / Le Gyptis,13003
?,3ème arrondissement,7_9 rue Jean Cristofol / Le Gyptis : Arrêté de mise en sécurité urgente du 18/06/2021 - Arrêté modificatif du 09/07/2021,Arrêté modificatif du 09/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-9-rue_jean-cristofol-13003_2021_02062.pdf,7_9 rue Jean Cristofol / Le Gyptis,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,11 rue Jean Cristofol : Arrêté de péril du 07/01/2021,Arrêté de péril du 07/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/11-rue-jean-cristofol-13003_ppm_ndeg2020_00024.pdf,11 rue Jean Cristofol,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INSÉCURITÉ IMMINENTE DES ÉQUIPEMENTS COMMUNS,3ème arrondissement,58 rue Jean Cristofol : Arrêté d'insécurité du 03/01/2020,Arrêté d'insécurité du 03/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/insecurite_58-rue-jean-cristofol-13003_2019_04446_vdm.pdf,58 rue Jean Cristofol,13003
?,3ème arrondissement,3 rue Danton : Arrêté du 23/02/2021,Arrêté du 23/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-danton-13003_2021_00599.pdf,3 rue Danton,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,18 rue Danton : Arrêté de péril du 17/12/2018 - Arrêté de péril modificatif du 03/01/2020 - Main levée du 19/04/2019  Arrêté de mise en sécurité du 22/01/2021,Arrêté de péril du 17/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-RUE-DANTON-13003_2018_03380.pdf,18 rue Danton,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,18 rue Danton : Arrêté de péril du 17/12/2018 - Arrêté de péril modificatif du 03/01/2020 - Main levée du 19/04/2019  Arrêté de mise en sécurité du 22/01/2021,Arrêté de péril modificatif du 03/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_18-rue-danton-13003_pgi_2019_04449_vdm.pdf,18 rue Danton,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,18 rue Danton : Arrêté de péril du 17/12/2018 - Arrêté de péril modificatif du 03/01/2020 - Main levée du 19/04/2019  Arrêté de mise en sécurité du 22/01/2021,Main levée du 19/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_18-rue-danton-13003_2019_01317_vdm.pdf,18 rue Danton,13003
Arrêtés de mise en sécurité,3ème arrondissement,18 rue Danton : Arrêté de péril du 17/12/2018 - Arrêté de péril modificatif du 03/01/2020 - Main levée du 19/04/2019  Arrêté de mise en sécurité du 22/01/2021,Arrêté de mise en sécurité du 22/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-rue-danton_13003_mise-en-securite_s_2021_00258_22_01_2021.pdf,18 rue Danton,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,33 rue Danton : Main levée de mise en sécurité urgente du 18/06/2021,Main levée de mise en sécurité urgente du 18/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-danton-13003_ml_2021_01729_18-juin-2021_ano.pdf,33 rue Danton,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,4 rue Desaix : Arrêté de péril du 14/03/2019 - Arrêté de péril du 02/12/2019 - Arrêté de péril du 09/04/2021,Arrêté de péril du 14/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-desaix-13003_2019_00918.pdf,4 rue Desaix,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,4 rue Desaix : Arrêté de péril du 14/03/2019 - Arrêté de péril du 02/12/2019 - Arrêté de péril du 09/04/2021,Arrêté de péril du 02/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ps_4-rue-dessaix-13003_2019_04111_vdm.pdf,4 rue Desaix,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,4 rue Desaix : Arrêté de péril du 14/03/2019 - Arrêté de péril du 02/12/2019 - Arrêté de péril du 09/04/2021,Arrêté de péril du 09/04/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-desaix-13006_2021_00991.pdf,4 rue Desaix,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,6 rue Desaix :  Arrêté de péril du 25/07/2019 - Arrêté modificatif du 18/02/2021,Arrêté de péril du 25/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/6-rue-desaix-13003_2019-02561.pdf,6 rue Desaix,13003
?,3ème arrondissement,6 rue Desaix :  Arrêté de péril du 25/07/2019 - Arrêté modificatif du 18/02/2021,Arrêté modificatif du 18/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/6-rue-desaix-13003-modif_pni_2021_00552.pdf,6 rue Desaix,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,6-8 rue Desaix : Main levée de péril non imminent du 11/06/2021,Main levée de péril non imminent du 11/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ml_2021_01598_11-juin-2021.pdf,6-8 rue Desaix,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,18 boulevard Feraud : Arrêté de péril du 07/04/2021,Arrêté de péril du 07/04/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-bd-feraud-13003_2021_00956.pdf,18 boulevard Feraud,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,6 rue Gautier : Arrêté de péril du 24/12/2018,Arrêté de péril du 24/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/6-rue-gautier-13003_2018-12-24-pi-2018-03470.pdf,6 rue Gautier,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,60 rue du Génie : Arrêté de péril du 26/02/2021,Arrêté de péril du 26/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/60-rue-du-genie-13003_2021_00627.pdf,60 rue du Génie,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,12 rue Guichard : Arrêté de péril du 30/11/2018,Arrêté de péril du 30/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/12-RUE-GUICHARD-13003_2018_03111.pdf,12 rue Guichard,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,58 boulevard Guigou : Arrêté d'interdiction d'occuper du 27/06/2019 - Arrêté de péril du 04/07/2019,Arrêté d'interdiction d'occuper du 27/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_58-bld-guigou-13003_2019_02260.pdf,58 boulevard Guigou,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,58 boulevard Guigou : Arrêté d'interdiction d'occuper du 27/06/2019 - Arrêté de péril du 04/07/2019,Arrêté de péril du 04/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/58-boulevard-guigou-13003_2019_02343.pdf,58 boulevard Guigou,13003
?,3ème arrondissement,5 rue du Pasteur Heuze -  Arrêté d'interdiction d'occupation du 25 février 2021,Arrêté d'interdiction d'occupation du 25 février 2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/5-rue-pasteur-heuze_13003_ppm_2021_00625.pdf,5 rue du Pasteur Heuze,13003
Arrêtés de mise en sécurité,3ème arrondissement,4 rue Eugène Pottier / 1 rue Hoche : Arrêté modificatif de mise en sécurité du 01/07/2021,Arrêté modificatif de mise en sécurité du 01/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-eugene-pottier-13003_2021_01871.pdf,4 rue Eugène Pottier / 1 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,3 rue Hoche : Arrêté de péril du 25/11/2018,Arrêté de péril du 25/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-hoche-13003_2018_03017.pdf,3 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,8 rue Eugène Pottier / 5 rue Hoche : Arrêté de péril du 13/10/2020 -  Arrêté de mise en sécurité du 08/03/2021,Arrêté de péril du 13/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_partiel-8-rue-eugene-pottier_5-rue-hoche-130032020_02408-vdm.pdf,8 rue Eugène Pottier / 5 rue Hoche,13003
Arrêtés de mise en sécurité,3ème arrondissement,8 rue Eugène Pottier / 5 rue Hoche : Arrêté de péril du 13/10/2020 -  Arrêté de mise en sécurité du 08/03/2021,Arrêté de mise en sécurité du 08/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/8-rue-eugene-pottier-et-5rue-hoche-13003_m.s_2021_00714_du-08-03-2021.pdf,8 rue Eugène Pottier / 5 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,24 rue Hoche : Arrêté de péril du 10/05/2019,Arrêté de péril du 10/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-hoche-13003_2019_01500.pdf,24 rue Hoche,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,35 rue Hoche : Arrêté d'interdiction d'occuper du 16/12/2020 - Arrêté d'abrogation du 15/01/2021,Arrêté d'interdiction d'occuper du 16/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/35-rue-hoche_13003_ppm_partiel-ndeg_2020_02991.pdf,35 rue Hoche,13003
?,3ème arrondissement,35 rue Hoche : Arrêté d'interdiction d'occuper du 16/12/2020 - Arrêté d'abrogation du 15/01/2021,Arrêté d'abrogation du 15/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/35-rue-hoche-13003_abro_ppm_2021_00191.pdf,35 rue Hoche,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,82 rue Hoche : Arrêté d'interdiction d'occuper du 17/05/2019,Arrêté d'interdiction d'occuper du 17/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_82-rue-hoche-13003_2019_01619.pdf,82 rue Hoche,13003
