classe,arrondissement,item,nom_doc,url,adresse,code_postal
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,15 rue du Musée : Arrêté de péril imminent du 15/03/2018 – Main levée de péril imminent du17/03/2020,Arrêté de péril imminent du 15/03/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-rue-du-musee_pi_2018_00554_15-mars-2018.pdf,15 rue du Musée,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,15 rue du Musée : Arrêté de péril imminent du 15/03/2018 – Main levée de péril imminent du17/03/2020,Main levée de péril imminent du17/03/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_15-rue-du-musee-13001_2020_00701_vdm.pdf,15 rue du Musée,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,9 rue Nationale : Arrêté de péril du 23/01/2020 – Arrêté de péril grave et imminent du 02/10/2020,Arrêté de péril du 23/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_9-rue-nationale-13001_2020_00188_vdm.pdf,9 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,9 rue Nationale : Arrêté de péril du 23/01/2020 – Arrêté de péril grave et imminent du 02/10/2020,Arrêté de péril grave et imminent du 02/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/9-rue-nationale_13001_po-2020_02006.pdf,9 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Nationale : Arrêté de péril imminent du 29/11/2018 –  Arrêté de péril ordinaire du 08/10/2020 –  Arrêté Modificatif de péril ordinaire du 20/10/2020 – Arrêté de modification de péril ordinaire du 08/06/2021,Arrêté de péril imminent du 29/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-rue-NATIONALE-13001_2018_03096.pdf,19 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Nationale : Arrêté de péril imminent du 29/11/2018 –  Arrêté de péril ordinaire du 08/10/2020 –  Arrêté Modificatif de péril ordinaire du 20/10/2020 – Arrêté de modification de péril ordinaire du 08/06/2021,Arrêté de péril ordinaire du 08/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_19-rue_nationale-13001_2020_02289_vdm.pdf,19 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Nationale : Arrêté de péril imminent du 29/11/2018 –  Arrêté de péril ordinaire du 08/10/2020 –  Arrêté Modificatif de péril ordinaire du 20/10/2020 – Arrêté de modification de péril ordinaire du 08/06/2021,Arrêté Modificatif de péril ordinaire du 20/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_po_19_rue-nationale-13001_2020_02456_vdm.pdf,19 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Nationale : Arrêté de péril imminent du 29/11/2018 –  Arrêté de péril ordinaire du 08/10/2020 –  Arrêté Modificatif de péril ordinaire du 20/10/2020 – Arrêté de modification de péril ordinaire du 08/06/2021,Arrêté de modification de péril ordinaire du 08/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-rue-nationale-13001_modif_po_2021_01569_vdm_du_08.06.21.pdf,19 rue Nationale,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,76 rue Nationale : Arrêté de péril imminent du 20/12/2018,Arrêté de péril imminent du 20/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/76-rue-nationale-13001-2018-pi_2018_03447.pdf,76 rue Nationale,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,80 rue nationale et 53 rue du Petit Saint-Jean : Arrêté d'interdiction d'occuper du 15 mars 2013 – Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,Arrêté d'interdiction d'occuper du 15 mars 2013,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/80_rue_nationale_ppm_12_532_15-mars-2013.pdf,80 rue nationale et 53 rue du Petit Saint-Jean,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,80 rue nationale et 53 rue du Petit Saint-Jean : Arrêté d'interdiction d'occuper du 15 mars 2013 – Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/abro_ppm_2020_2692_vdm.pdf,80 rue nationale et 53 rue du Petit Saint-Jean,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,1 rue de la Palud : Arrêté de péril imminient du 16/11/2018,Arrêté de péril imminient du 16/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-rue-de-le-palud-2018_02948-edited-2.pdf,1 rue de la Palud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,3 rue de la Palud : Arrêté de péril imminent du 25/11/2018,Arrêté de péril imminent du 25/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-de-la-palud-13001_2018_03020.pdf,3 rue de la Palud,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,4 rue de la Palud et 27 rue de Rome  Arrêté de mise en sécurité urgente du 19/01/2021 – Arrêté de mise en sécurité du 22/05/2021,Arrêté de mise en sécurité urgente du 19/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-de-la-palud_27rue-de-rome_-13001_mes_pu_ndeg2021_00184.pdf,4 rue de la Palud et 27 rue de Rome,13001
Arrêtés de mise en sécurité,1er arrondissement,4 rue de la Palud et 27 rue de Rome  Arrêté de mise en sécurité urgente du 19/01/2021 – Arrêté de mise en sécurité du 22/05/2021,Arrêté de mise en sécurité du 22/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-palud_27-rue-rome_13001_mes_2021_01375_22-mai-2021.pdf,4 rue de la Palud et 27 rue de Rome,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,23 rue de la Palud : Arrêté dé péril grave et imminent du 14/03/2019,Arrêté dé péril grave et imminent du 14/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-de-la-palud-13001_2018_03020.pdf,23 rue de la Palud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,39 rue de la Palud : Arrêté de péril du 24/09/2020 - Arrêté modificatif du 30/06/2021,Arrêté de péril du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_39-rue-de-la-palud-13001_2020_02140_vdm.pdf,39 rue de la Palud,13001
?,1er arrondissement,39 rue de la Palud : Arrêté de péril du 24/09/2020 - Arrêté modificatif du 30/06/2021,Arrêté modificatif du 30/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Sinistres/39-rue-de-la-palud-13001_2021_01859.pdf,39 rue de la Palud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,39-41-43 rue de la Palud et 1 Domaine Ventre : Arrêté de péril grave et imminent du 24/01/2019 – Abrogation d'arrêté de péril du 24/09/2020,Arrêté de péril grave et imminent du 24/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/39-41-43-RUE-DE-LA-PALUD-1-Domaine-VENTRE-13001_2019_00276.pdf,39-41-43 rue de la Palud et 1 Domaine Ventre,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,39-41-43 rue de la Palud et 1 Domaine Ventre : Arrêté de péril grave et imminent du 24/01/2019 – Abrogation d'arrêté de péril du 24/09/2020,Abrogation d'arrêté de péril du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/abro_pgi_2020_02118_vdm.pdf,39-41-43 rue de la Palud et 1 Domaine Ventre,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE DÉCONSTRUCTION,1er arrondissement,41/43 rue de la Palud - 13001 : Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 – Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 – Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019 – Arrêté d'abrogation de déconstruction du 24/09/2020 – Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-deconstruction/ARRETE-DE-DECONSTRUCTION-41-43-RUE-DE-LA-PALUD_2019_00375.pdf,41/43 rue de la Palud - 13001,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE DÉCONSTRUCTION,1er arrondissement,41/43 rue de la Palud - 13001 : Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 – Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 – Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019 – Arrêté d'abrogation de déconstruction du 24/09/2020 – Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-deconstruction/ARRETE_MODIFICATIF_DE_DECONSTRUCTION-41-43-rue-de-la-palud-13001_2019_00459.pdf,41/43 rue de la Palud - 13001,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'ÉVACUATION ET DE RÉINTÉGRATION,1er arrondissement,41/43 rue de la Palud - 13001 : Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 – Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 – Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019 – Arrêté d'abrogation de déconstruction du 24/09/2020 – Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-43-rue-de-la-palud-13001_2019_01412.pdf,41/43 rue de la Palud - 13001,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE DÉCONSTRUCTION,1er arrondissement,41/43 rue de la Palud - 13001 : Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 – Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 – Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019 – Arrêté d'abrogation de déconstruction du 24/09/2020 – Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,Arrêté d'abrogation de déconstruction du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-deconstruction/abro_deconstruction_41-43-rue-de-la-palud-13001_2020_02141_vdm.pdf,41/43 rue de la Palud - 13001,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIMÈTRES DE SÉCURITÉ SUR VOIE PUBLIQUE,1er arrondissement,41/43 rue de la Palud - 13001 : Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 – Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 – Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du30/04/2019 – Arrêté d'abrogation de déconstruction du 24/09/2020 – Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,Arrêté de mise en place d'un périmètre de sécurité et interdiction des parcelles du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/perimetre_ppm_41-43-rue-de-la-palud-13001_2020_02183_vdm.pdf,41/43 rue de la Palud - 13001,13001
?,1er arrondissement,47 rue de la Palud - 13001 : Arrêté d'interdiction d'occupation du 08/10/2020 - Arrêté de péril ordinaire du 18/12/2020,Arrêté d'interdiction d'occupation du 08/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_47-rue-de-la-palud-13001_2020_02307_vdm.pdf,47 rue de la Palud - 13001,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,47 rue de la Palud - 13001 : Arrêté d'interdiction d'occupation du 08/10/2020 - Arrêté de péril ordinaire du 18/12/2020,Arrêté de péril ordinaire du 18/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_47-rue-de-la-palud-13001_2020_03045_vdm.pdf,47 rue de la Palud - 13001,13001
Arrêtés de mise en sécurité,1er arrondissement,35 rue du Petit Saint-Jean : Arrêté de mise en sécurité du 19/05/2021,Arrêté de mise en sécurité du 19/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/35-rue-du-petit-saint-jean_13001_mes_2021_01341_19.05.21.pdf,35 rue du Petit Saint-Jean,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,53 rue du Petit Saint-Jean et 80 rue nationale : Arrêté d'interdiction d'occuper du 15 mars 2013 –  Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,Arrêté d'interdiction d'occuper du 15 mars 2013,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/80_rue_nationale_ppm_12_532_15-mars-2013.pdf,53 rue du Petit Saint-Jean et 80 rue nationale,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,53 rue du Petit Saint-Jean et 80 rue nationale : Arrêté d'interdiction d'occuper du 15 mars 2013 –  Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,Abrogation d'interdiction d'occuper l'immeuble du 80 rue Nationale et un appartement du 53 rue du Petit Saint-Jean en date du 16/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/abro_ppm_2020_2692_vdm.pdf,53 rue du Petit Saint-Jean et 80 rue nationale,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'ÉVACUATION ET DE RÉINTÉGRATION,1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 – Arrêté de réintégration du 22/12/2018 – Arrêté portant interdiction d'occupation du 04/04/2019 – Arrêté de péril grave et imminent du 24/06/2019,Arrêté d'évacuation du 30/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ARRETE_D_EVACUATION_2018_03103.pdf,20 rue des Petites Maries,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'ÉVACUATION ET DE RÉINTÉGRATION,1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 – Arrêté de réintégration du 22/12/2018 – Arrêté portant interdiction d'occupation du 04/04/2019 – Arrêté de péril grave et imminent du 24/06/2019,Arrêté de réintégration du 22/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-des-petites-maries-13001_2018-12-22-pi-reintegr_2018-03460.pdf,20 rue des Petites Maries,13001
?,1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 – Arrêté de réintégration du 22/12/2018 – Arrêté portant interdiction d'occupation du 04/04/2019 – Arrêté de péril grave et imminent du 24/06/2019,Arrêté portant interdiction d'occupation du 04/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_20_rue_des_petites_maries_13001_2019_01165.pdf,20 rue des Petites Maries,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,20 rue des Petites Maries : Arrêté d'évacuation du 30/11/2018 – Arrêté de réintégration du 22/12/2018 – Arrêté portant interdiction d'occupation du 04/04/2019 – Arrêté de péril grave et imminent du 24/06/2019,Arrêté de péril grave et imminent du 24/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-des-petites-maries-13001_2019_02171.pdf,20 rue des Petites Maries,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,21 rue des Petites Maries : Arrêté de péril imminent du 17/12/2018 - Main levée de péril grave et imminent du 12/02/2019,Arrêté de péril imminent du 17/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/21-RUE-DES-PETITES-MARIES-13001_2018_03366.pdf,21 rue des Petites Maries,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,21 rue des Petites Maries : Arrêté de péril imminent du 17/12/2018 - Main levée de péril grave et imminent du 12/02/2019,Main levée de péril grave et imminent du 12/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/21-RUE-DES-PETITES-MARIES-13001_ML_2019_00499.pdf,21 rue des Petites Maries,13001
